[2025-09-02 18:51:33.138] [info] topic=vd/line/dis, payload={"dis": 20.93, "dis_est": 20.943627372872996}
[2025-09-02 18:51:33.185] [info] topic=vd/line/dis, payload={"dis": 20.96, "dis_est": 20.955367952087713}
[2025-09-02 18:51:33.237] [info] topic=vd/line/dis, payload={"dis": 20.95, "dis_est": 20.96541575658462}
[2025-09-02 18:51:33.282] [info] topic=vd/line/dis, payload={"dis": 20.96, "dis_est": 20.97330650387204}
[2025-09-02 18:51:33.331] [info] topic=vd/line/dis, payload={"dis": 20.98, "dis_est": 20.984317065419667}
[2025-09-02 18:51:33.375] [info] topic=vd/line/dis, payload={"dis": 20.98, "dis_est": 20.99317693318864}
[2025-09-02 18:51:33.427] [info] topic=vd/line/dis, payload={"dis": 20.99, "dis_est": 21.00309156464401}
[2025-09-02 18:51:33.471] [info] topic=vd/line/dis, payload={"dis": 20.96, "dis_est": 21.00804323805126}
[2025-09-02 18:51:33.517] [info] topic=vd/line/dis, payload={"dis": 20.98, "dis_est": 21.01354057893622}
[2025-09-02 18:51:33.572] [info] topic=vd/line/dis, payload={"dis": 21.01, "dis_est": 21.02381354080347}
[2025-09-02 18:51:33.619] [info] topic=vd/line/dis, payload={"dis": 21.07, "dis_est": 21.038572548179587}
[2025-09-02 18:51:33.668] [info] topic=vd/line/dis, payload={"dis": 21.05, "dis_est": 21.049974271893827}
